Model_number	Min_Scale_V	Max_Scale_V	Mean_Scale_V	RMS_Scale_V	Min	Max	Mean	RMS	Min_Scale_tt	Max_Scale_tt	Mean_Scale_tt	RMS_Scale_tt	Min_Scale_tr	Max_Scale_tr	Mean_Scale_tr	RMS_Scale_tr
47	-0.213930516954	0.999844479121	-0.00216795770681	0.0471661577156	-56.1567607003	262.459175769	-0.569088898039	12.3811164003	-0.201641247196	0.209854128644	1.80774216558e-05	0.0413774074005	-0.143573068516	0.24845365444	7.09092272861e-16	0.0362420451633
239	-0.208753568874	0.280503066907	-0.00133942626376	0.0452462711365	-54.7978118294	73.632055063	-0.351599394236	11.8771461733	-0.261008845447	0.243904337195	0.00110511401048	0.0439205272528	-0.183835888863	0.288575641057	-3.01718500257e-15	0.0452996982498
155	-0.263397052675	0.59968319261	-0.00144605771603	0.0493995072637	-69.1417263271	157.41683806	-0.379590150458	12.9673706567	-0.225521929227	0.34130136367	-0.000164761215157	0.0454267088167	-0.128130266852	0.190068162781	-1.08405835607e-16	0.0323725317811
13	-0.342434912974	0.262868310599	-0.00155963755692	0.0438467428166	-89.8891646557	69.0029315322	-0.40940485869	11.5097699894	-0.229978545345	0.209246502878	-0.000643393742997	0.0403548498096	-0.16242606703	0.23576105373	-6.09829193686e-16	0.0370689970423
20	-0.203951232267	0.244001284974	-0.00186480226359	0.0429983107547	-53.5371984701	64.0503373056	-0.489510594191	11.2870565731	-0.20316938065	0.324228323426	0.000191579141832	0.0411604396152	-0.162228657907	0.243607515703	-9.54702932554e-17	0.0355974569167
29	-0.260062149701	0.277222410092	-0.00153530740395	0.0449742509517	-68.2663142964	72.770882649	-0.403018193538	11.8057408748	-0.352866281361	0.325357624153	0.000580722881029	0.0426553269879	-0.177343079064	0.25698460305	1.69808897266e-15	0.0370210363109
67	-0.355478842299	0.337182670501	-0.00237761983709	0.0441661815393	-93.3131961034	88.5104510065	-0.624125207235	11.5936226541	-0.194821488527	0.214022280697	-0.00116168672187	0.0411054561035	-0.130293168871	0.235196488754	1.79367035169e-15	0.0349521784964
183	-0.25474367978	101.62870486	0.0361561756923	1.82892280841	-66.8702159424	26677.5350258	9.49099611924	480.092237208	-0.255481776473	0.266792656528	0.000389096336157	0.0431032169864	-0.131873593517	0.217488652546	-1.40760759252e-15	0.0334109465515
57	-0.273379130025	0.876597016624	-0.0017359632697	0.0482969584031	-71.7620216315	230.106716864	-0.455690358297	12.6779515808	-0.211554861776	0.241144341537	-1.49270506176e-05	0.0428722075494	-0.147061703809	0.232863902112	-6.45884464011e-17	0.0348297357529
154	-0.177817832277	0.246359442002	-0.00161168102247	0.0416818709374	-46.6771809727	64.6693535254	-0.423066268398	10.9414911211	-0.218768680513	0.207436912156	0.000375936975193	0.0401945758548	-0.154040204925	0.23399435877	2.95264019701e-16	0.0374734932176
46	-0.325422146243	0.376645943066	-0.0020110208369	0.0506088194218	-85.4233133888	98.8695600548	-0.527892969686	13.2848150982	-0.203740488987	0.23632924742	0.00012457515153	0.0456998747751	-0.143583181063	0.217858985933	1.41363002874e-15	0.0300418123145
83	-0.305962373285	0.277579203439	-0.00264060317691	0.0466540326649	-80.3151229873	72.8645409026	-0.69315833394	12.2466835745	-0.271810392999	0.351268764145	-2.06311705588e-05	0.045666916393	-0.151792511699	0.195988902372	-5.67695944253e-16	0.0320835570564
217	-0.207825826924	0.278957063281	-0.00216977827196	0.0440471208145	-54.5542795676	73.2262291112	-0.569566796389	11.5623692138	-0.240894595294	0.197751828945	-0.000457649837281	0.0419745052412	-0.139145485027	0.220597151082	-1.07102561366e-15	0.0332539560977
